1000	^[0-9]_.*	5000	0	0	failure	5	0	0
900	^[0-9]_.*	4500	0	0	failure	5	0	0
800	^[0-9]_.*	4000	0	0	failure	5	0	0
700	^[0-9]_.*	3500	0	0	failure	5	0	0
600	^[0-9]_.*	3000	0	0	failure	5	0	0
500	^[0-9]_.*	2500	0	0	failure	5	0	0
1000	^1[0-4]_.*	14000	3000	3000	success	15	3	3
900	^1[0-4]_.*	14000	3000	3000	success	17	4	4
800	^1[0-4]_.*	14000	3000	3000	success	19	4	4
700	^1[0-4]_.*	14000	3000	1400	failure	21	5	2
600	^1[0-4]_.*	14000	1800	0	failure	25	3	0
500	^1[0-4]_.*	13557	0	0	failure	28	0	0
1000	^1[5-9]_.*	14000	3000	3000	success	14	3	3
900	^1[5-9]_.*	14000	3000	3000	success	16	4	4
800	^1[5-9]_.*	14000	3000	3000	success	18	4	4
700	^1[5-9]_.*	14000	3000	3000	success	20	5	5
600	^1[5-9]_.*	14000	3000	3000	success	24	5	5
500	^1[5-9]_.*	14000	3000	2005	failure	28	6	5
1000	^2[0-4]_.*	14000	3000	3000	success	14	3	3
900	^2[0-4]_.*	14000	3000	3000	success	16	4	4
800	^2[0-4]_.*	14000	3000	3000	success	18	4	4
700	^2[0-4]_.*	14000	3000	3000	success	20	5	5
600	^2[0-4]_.*	14000	3000	3000	success	24	5	5
500	^2[0-4]_.*	14000	3000	3000	success	28	6	7
1000	^2[5-9]_.*	14000	3000	3000	success	14	3	3
900	^2[5-9]_.*	14000	3000	3000	success	16	4	4
800	^2[5-9]_.*	14000	3000	3000	success	18	4	4
700	^2[5-9]_.*	14000	3000	3000	success	20	5	5
600	^2[5-9]_.*	14000	3000	3000	success	24	5	5
500	^2[5-9]_.*	14000	3000	3000	success	28	6	6
1000	^3[0-4]_.*	14000	3000	3000	success	14	3	3
900	^3[0-4]_.*	14000	3000	3000	success	16	4	4
800	^3[0-4]_.*	14000	3000	3000	success	18	4	4
700	^3[0-4]_.*	14000	3000	3000	success	20	5	5
600	^3[0-4]_.*	14000	3000	3000	success	24	5	5
500	^3[0-4]_.*	14000	3000	3000	success	28	6	6
1000	^3[5-9]_.*	14000	3000	3000	success	14	3	3
900	^3[5-9]_.*	14000	3000	3000	success	16	4	4
800	^3[5-9]_.*	14000	3000	3000	success	18	4	4
700	^3[5-9]_.*	14000	3000	3000	success	20	5	5
600	^3[5-9]_.*	14000	3000	3000	success	24	5	5
500	^3[5-9]_.*	14000	3000	3000	success	28	6	6
1000	^4[0-4]_.*	14000	3000	3000	success	15	3	3
900	^4[0-4]_.*	14000	3000	3000	success	16	4	4
800	^4[0-4]_.*	14000	3000	3000	success	18	4	4
700	^4[0-4]_.*	14000	3000	3000	success	20	5	5
600	^4[0-4]_.*	14000	3000	600	failure	24	5	1
500	^4[0-4]_.*	14000	1000	0	failure	28	2	0
1000	^4[5-9]_.*	14000	3000	3000	success	14	3	3
900	^4[5-9]_.*	14000	3000	3000	success	16	4	4
800	^4[5-9]_.*	14000	3000	3000	success	18	4	4
700	^4[5-9]_.*	14000	3000	3000	success	20	5	5
600	^4[5-9]_.*	14000	3000	3000	success	24	5	5
500	^4[5-9]_.*	14000	3000	1000	failure	28	6	2
1000	^5[0-4]_.*	14000	3000	3000	success	14	3	3
900	^5[0-4]_.*	14000	3000	3000	success	16	4	4
800	^5[0-4]_.*	14000	3000	3000	success	18	4	4
700	^5[0-4]_.*	14000	3000	3000	success	20	5	5
600	^5[0-4]_.*	14000	3000	3000	success	24	5	5
