seq_id	per_tok_mean_subseq	per_tok_mean_domain	delta
Cas12b__set_3_5_29_2 	 0.30362950567 	 0.5538246114583333 	 -0.25019510578833326
Cas12b__set_3_6_30_2 	 0.553347398001695 	 0.2599996357474576 	 0.29334776225423737
Cas12b__set_3_10_44_2 	 0.6057541723597359 	 0.5793279276897689 	 0.026426244669967014
Cas12b__set_3_11_4_2 	 0.7894754256975945 	 0.6214018869656357 	 0.16807353873195885
Cas12b__set_3_16_51_2 	 0.7924878300655738 	 0.9373430500491803 	 -0.1448552199836065
Cas12b__set_3_17_42_2 	 0.6430226830612583 	 0.6803156534867549 	 -0.03729297042549662
Cas12b__set_3_18_48_2 	 0.9627753278239203 	 0.8668703531993356 	 0.0959049746245847
Cas12b__set_3_19_47_2 	 0.9527732069933554 	 0.8542523528073089 	 0.0985208541860465
Cas12b__set_3_20_23_2 	 0.5756387725214408 	 0.5040165560102916 	 0.0716222165111492
Cas12b__set_3_23_1_2 	 0.3042283702231405 	 0.6309114191206612 	 -0.3266830488975207
5U33_A_84_2 	 0.5609710465655608 	 0.6538605110647709 	 -0.0928894644992101
AaCas12b_79_2 	 0.43074663522748813 	 0.9177717648183255 	 -0.4870251295908373
Cas12b__set_3_7_60_2 	 0.47315343889067524 	 0.9114814837299036 	 -0.4383280448392283
Cas12b__set_3_8_58_2 	 0.48642288014331725 	 0.9103395000386474 	 -0.42391661989533014
Cas12b__set_3_9_49_2 	 0.8037218768666666 	 0.8034711653 	 0.0002507115666666726
Cas12b__set_3_15_65_2 	 0.6628525518486312 	 0.9109103311513688 	 -0.24805777930273754
WP_021296342.1_80_2 	 0.4596627491800948 	 0.9348335287993681 	 -0.4751707796192733
WP_067936067.1_97_2 	 0.6952791823020668 	 0.9295179020890302 	 -0.23423871978696342
WP_146824402.1_83_2 	 0.30569406584700315 	 0.9408108483280757 	 -0.6351167824810726
WP_206918966.1_81_2 	 0.308812319 	 0.9474244974290221 	 -0.6386121784290222
WP_206922773.1_82_2 	 0.3074770377050473 	 0.9421817313880126 	 -0.6347046936829653
Cas12b__set_3_1_34_2 	 0.19148575549932317 	 0.6596400746175973 	 -0.46815431911827415
Cas12b__set_3_2_37_2 	 0.17696217121764707 	 0.6483969873563025 	 -0.4714348161386554
Cas12b__set_3_3_21_2 	 0.2558149398031359 	 0.6721943147439025 	 -0.41637937494076654
Cas12b__set_3_12_5_2 	 0.6282495103747842 	 0.8467059024697755 	 -0.21845639209499135
Cas12b__set_3_13_68_2 	 0.31012393665594856 	 0.6342966096045016 	 -0.32417267294855306
Cas12b__set_3_14_67_2 	 0.31012393665594856 	 0.6342966096045016 	 -0.32417267294855306
Cas12b__set_3_21_17_2 	 0.2466646641155822 	 0.7409580441438356 	 -0.4942933800282534
MBX6353558.1_75_2 	 0.4435873388615137 	 0.6599600328743961 	 -0.2163726940128824
SFU30094.1_94_2 	 0.39770571988291137 	 0.7066648746107594 	 -0.3089591547278481
WP_139234486.1_92_2 	 0.39770571988291137 	 0.7066648746107594 	 -0.3089591547278481
WP_206885894.1_78_2 	 0.6377256563125 	 0.6911336933477564 	 -0.05340803703525643
