1000566	Bacteria
1001240	Bacteria
1001240	Bacteria
1003110	Bacteria
1003	Bacteria
1004279	Bacteria
1004304	Bacteria
100469	Bacteria
1004	Bacteria
1004	Bacteria
1004	Bacteria
1004	Bacteria
1005740	Bacteria
1005928	Bacteria
1005944	Bacteria
1005945	Bacteria
1006155	Bacteria
1006155	Bacteria
1006576	Bacteria
1007092	Bacteria
1007099	Bacteria
1007099	Bacteria
1007511	Bacteria
1007676	Bacteria
1008153	Archaea
100816	Eukaryota
100861	Eukaryota
100884	Bacteria
100	Bacteria
100	Bacteria
1010610	Bacteria
1010611	Bacteria
101091	Eukaryota
1010	Bacteria
1010	Bacteria
101127	Eukaryota
101201	Eukaryota
101383	Bacteria
101564	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
101571	Bacteria
1015	Bacteria
1015	Bacteria
1015	Bacteria
1015	Bacteria
1017270	Bacteria
1017273	Bacteria
1017277	Bacteria
1017	Bacteria
1018	Bacteria
1018	Bacteria
1018	Bacteria
1019	Bacteria
1019	Bacteria
1019	Bacteria
1019	Bacteria
102148	Bacteria
102684	Bacteria
102684	Bacteria
1027249	Bacteria
1027633	Bacteria
102862	Bacteria
1028	Bacteria
1028	Bacteria
102	Bacteria
1031541	Bacteria
1031542	Bacteria
1031542	Bacteria
1031	Bacteria
103232	Bacteria
103232	Bacteria
1032476	Bacteria
1032623	Bacteria
1032	Bacteria
1032	Bacteria
1032	Bacteria
1032	Bacteria
1032	Bacteria
1032	Bacteria
1033734	Bacteria
1033846	Bacteria
1033846	Bacteria
1033846	Bacteria
1033846	Bacteria
1034346	Bacteria
1034346	Bacteria
1034471	Bacteria
1034943	Bacteria
1035707	Bacteria
1035	Bacteria
1035	Bacteria
1036181	Bacteria
1036182	Bacteria
103621	Bacteria
1036679	Archaea
1036778	Bacteria
1036779	Bacteria
103725	Bacteria
103733	Bacteria
103734	Bacteria
1037355	Bacteria
1037362	Bacteria
1038014	Bacteria
103816	Bacteria
103816	Bacteria
103816	Bacteria
103817	Bacteria
103817	Bacteria
103836	Bacteria
103836	Bacteria
103836	Bacteria
103838	Bacteria
103838	Bacteria
103838	Bacteria
103838	Bacteria
103855	Bacteria
103855	Bacteria
1038845	Bacteria
1038856	Bacteria
103891	Bacteria
1038928	Bacteria
1038928	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104087	Bacteria
104097	Bacteria
104097	Bacteria
104098	Bacteria
104099	Bacteria
104099	Bacteria
104100	Bacteria
104101	Bacteria
104101	Bacteria
104102	Bacteria
104102	Bacteria
104102	Bacteria
104102	Bacteria
104102	Bacteria
104205	Bacteria
104259	Eukaryota
104259	Eukaryota
104268	Bacteria
1042984	Bacteria
104336	Bacteria
104336	Bacteria
104336	Bacteria
1043493	Bacteria
1044	Bacteria
1045773	Bacteria
1045774	Bacteria
1045775	Bacteria
1045776	Bacteria
104609	Bacteria
104628	Bacteria
104628	Bacteria
104662	Bacteria
104663	Bacteria
104663	Bacteria
1048340	Bacteria
1048394	Bacteria
1048	Bacteria
1049199	Bacteria
1049583	Bacteria
1049583	Bacteria
1049583	Bacteria
1049584	Bacteria
1049584	Bacteria
1050174	Bacteria
1051531	Bacteria
105219	Bacteria
105219	Bacteria
105219	Bacteria
105219	Bacteria
1052260	Bacteria
1052	Bacteria
1052	Bacteria
105351	Eukaryota
1053551	Bacteria
1053551	Bacteria
1054498	Bacteria
1054996	Bacteria
1055723	Bacteria
105612	Bacteria
1056511	Bacteria
1056807	Bacteria
105696	Eukaryota
105696	Eukaryota
1058	Bacteria
105984	Eukaryota
105984	Eukaryota
106147	Bacteria
1061	Bacteria
1061	Bacteria
1061	Bacteria
1061	Bacteria
1061	Bacteria
1061	Bacteria
1062	Bacteria
1062	Bacteria
1062	Bacteria
1062	Bacteria
1062	Bacteria
1062	Bacteria
1063	Bacteria
1063	Bacteria
1063	Bacteria
1063	Bacteria
1063	Bacteria
1063	Bacteria
106412	Bacteria
106590	Bacteria
106590	Bacteria
106590	Bacteria
106590	Bacteria
106590	Bacteria
106590	Bacteria
106592	Bacteria
106592	Bacteria
106592	Bacteria
106634	Bacteria
106634	Bacteria
106648	Bacteria
106648	Bacteria
106648	Bacteria
106648	Bacteria
106648	Bacteria
106649	Bacteria
106649	Bacteria
106654	Bacteria
106654	Bacteria
106654	Bacteria
106654	Bacteria
106654	Bacteria
106654	Bacteria
106654	Bacteria
1066	Bacteria
1066	Bacteria
1066	Bacteria
1066	Bacteria
1069201	Eukaryota
1069220	Bacteria
1069827	Bacteria
1069963	Bacteria
1070421	Bacteria
1070431	Bacteria
1070870	Bacteria
1071679	Bacteria
1071918	Bacteria
1071	Bacteria
1072105	Eukaryota
1072256	Bacteria
1072463	Bacteria
1073196	Bacteria
1073253	Bacteria
107327	Bacteria
1073325	Bacteria
1073327	Bacteria
1073328	Bacteria
1073423	Bacteria
1073996	Archaea
107401	Bacteria
107401	Bacteria
107401	Bacteria
1074311	Bacteria
1074467	Bacteria
1074	Bacteria
1074	Bacteria
1074	Bacteria
1074	Bacteria
1074	Bacteria
1074	Bacteria
1076124	Bacteria
1076125	Bacteria
1076126	Bacteria
1076549	Bacteria
1076549	Bacteria
1076550	Bacteria
1076550	Bacteria
1076551	Bacteria
1076588	Bacteria
1076588	Bacteria
1076588	Bacteria
1076588	Bacteria
1076926	Bacteria
1076926	Bacteria
1076926	Bacteria
1076926	Bacteria
1076926	Bacteria
1076926	Bacteria
1076926	Bacteria
1076937	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1076	Bacteria
1077255	Bacteria
1077256	Archaea
1077256	Archaea
1077464	Bacteria
1077464	Bacteria
1077464	Bacteria
