500	^1[0-4]_.*	13557	0	0	failure	28	0	0
500	^1[5-9]_.*	17500	1505	0	failure	35	4	0
500	^2[0-4]_.*	17500	3750	3750	success	35	9	8
500	^2[5-9]_.*	17500	3750	3750	success	35	8	8
500	^3[0-4]_.*	17500	3750	3750	success	35	8	9
500	^3[5-9]_.*	17500	3750	3750	success	35	8	8
500	^4[0-4]_.*	15000	0	0	failure	30	0	0
500	^4[5-9]_.*	17500	500	0	failure	35	1	0
500	^5[0-4]_.*	17500	3750	3750	success	35	8	8
500	^5[5-9]_.*	17500	3750	3750	success	36	8	8
500	^6[0-4]_.*	17500	1000	0	failure	35	2	0
500	^6[5-9]_.*	14000	0	0	failure	28	0	0
500	^7[0-4]_.*	13387	0	0	failure	27	0	0
500	^7[5-9]_.*	6776	0	0	failure	14	0	0
500	^8[0-4]_.*	8500	0	0	failure	17	0	0
500	^8[5-9]_.*	7500	0	0	failure	15	0	0
500	^9[0-9]_.*	4500	0	0	failure	9	0	0
500	^[0-9]_.*	2500	0	0	failure	5	0	0
600	^1[0-4]_.*	16257	0	0	failure	28	0	0
600	^1[5-9]_.*	17500	3750	600	failure	30	8	1
600	^2[0-4]_.*	17500	3750	3750	success	30	7	8
600	^2[5-9]_.*	17500	3750	3750	success	30	7	7
600	^3[0-4]_.*	17500	3750	3750	success	30	7	7
600	^3[5-9]_.*	17500	3750	3750	success	30	7	7
600	^4[0-4]_.*	17500	0	0	failure	30	0	0
600	^4[5-9]_.*	17500	3600	0	failure	30	6	0
600	^5[0-4]_.*	17500	3750	3750	success	30	7	7
600	^5[5-9]_.*	17500	3750	3750	success	30	8	7
600	^6[0-4]_.*	17500	3750	0	failure	30	7	0
600	^6[5-9]_.*	16800	0	0	failure	28	0	0
600	^7[0-4]_.*	15987	0	0	failure	27	0	0
600	^7[5-9]_.*	8076	0	0	failure	14	0	0
600	^8[0-4]_.*	10200	0	0	failure	17	0	0
600	^8[5-9]_.*	9000	600	600	failure	15	1	1
600	^9[0-9]_.*	5400	0	0	failure	9	0	0
600	^[0-9]_.*	3000	0	0	failure	5	0	0
700	^1[0-4]_.*	17500	1400	0	failure	26	2	0
700	^1[5-9]_.*	17500	3750	3750	success	25	6	7
700	^2[0-4]_.*	17500	3750	3750	success	25	6	6
700	^2[5-9]_.*	17500	3750	3750	success	25	6	6
700	^3[0-4]_.*	17500	3750	3750	success	25	6	6
700	^3[5-9]_.*	17500	3750	3750	success	25	6	6
700	^4[0-4]_.*	17500	3500	0	failure	25	5	0
700	^4[5-9]_.*	17500	3750	3500	failure	25	6	5
700	^5[0-4]_.*	17500	3750	3750	success	25	6	6
700	^5[5-9]_.*	17500	3750	3750	success	25	6	7
700	^6[0-4]_.*	17500	3750	3750	success	25	6	6
700	^6[5-9]_.*	17500	2100	0	failure	25	3	0
700	^7[0-4]_.*	17500	700	0	failure	26	1	0
700	^7[5-9]_.*	9376	0	0	failure	14	0	0
700	^8[0-4]_.*	11900	0	0	failure	17	0	0
700	^8[5-9]_.*	10400	0	0	failure	15	0	0
700	^9[0-9]_.*	6300	0	0	failure	9	0	0
700	^[0-9]_.*	3500	0	0	failure	5	0	0
800	^1[0-4]_.*	17500	3750	0	failure	23	5	0
800	^1[5-9]_.*	17500	3750	3750	success	22	5	5
800	^2[0-4]_.*	17500	3750	3750	success	22	5	5
800	^2[5-9]_.*	17500	3750	3750	success	22	5	5
800	^3[0-4]_.*	17500	3750	3750	success	22	5	5
800	^3[5-9]_.*	17500	3750	3750	success	22	5	5
800	^4[0-4]_.*	17500	3750	2400	failure	22	5	3
800	^4[5-9]_.*	17500	3750	3750	success	22	5	5
800	^5[0-4]_.*	17500	3750	3750	success	22	5	5
800	^5[5-9]_.*	17500	3750	3750	success	22	5	6
800	^6[0-4]_.*	17500	3750	3750	success	22	5	5
800	^6[5-9]_.*	17500	3750	800	failure	22	5	1
800	^7[0-4]_.*	17500	3587	0	failure	22	5	0
800	^7[5-9]_.*	10676	0	0	failure	14	0	0
800	^8[0-4]_.*	13600	0	0	failure	17	0	0
800	^8[5-9]_.*	11800	0	0	failure	15	0	0
800	^9[0-9]_.*	7200	0	0	failure	9	0	0
800	^[0-9]_.*	4000	0	0	failure	5	0	0
900	^1[0-4]_.*	17500	3750	1800	failure	21	5	2
900	^1[5-9]_.*	17500	3750	3750	success	20	5	5
900	^2[0-4]_.*	17500	3750	3750	success	20	5	5
900	^2[5-9]_.*	17500	3750	3750	success	20	5	5
900	^3[0-4]_.*	17500	3750	3750	success	20	5	5
900	^3[5-9]_.*	17500	3750	3750	success	20	5	5
900	^4[0-4]_.*	17500	3750	3750	success	20	5	5
900	^4[5-9]_.*	17500	3750	3750	success	20	5	5
900	^5[0-4]_.*	17500	3750	3750	success	20	5	5
900	^5[5-9]_.*	17500	3750	3750	success	20	5	5
900	^6[0-4]_.*	17500	3750	3750	success	20	5	5
900	^6[5-9]_.*	17500	3750	2700	failure	20	5	3
900	^7[0-4]_.*	17500	3750	1800	failure	20	5	2
900	^7[5-9]_.*	11976	0	0	failure	14	0	0
900	^8[0-4]_.*	15300	0	0	failure	17	0	0
900	^8[5-9]_.*	13200	0	0	failure	15	0	0
900	^9[0-9]_.*	8100	0	0	failure	9	0	0
900	^[0-9]_.*	4500	0	0	failure	5	0	0
1000	^1[0-4]_.*	17500	3750	3750	success	19	4	4
1000	^1[5-9]_.*	17500	3750	3750	success	18	4	4
1000	^2[0-4]_.*	17500	3750	3750	success	18	4	4
1000	^2[5-9]_.*	17500	3750	3750	success	18	4	5
1000	^3[0-4]_.*	17500	3750	3750	success	18	4	4
1000	^3[5-9]_.*	17500	3750	3750	success	18	4	4
1000	^4[0-4]_.*	17500	3750	3750	success	18	4	4
1000	^4[5-9]_.*	17500	3750	3750	success	18	4	4
1000	^5[0-4]_.*	17500	3750	3750	success	18	4	4
1000	^5[5-9]_.*	17500	3750	3750	success	18	4	4
1000	^6[0-4]_.*	17500	3750	3750	success	18	4	4
1000	^6[5-9]_.*	17500	3750	3750	success	18	4	4
1000	^7[0-4]_.*	17500	3750	3750	success	18	4	5
1000	^7[5-9]_.*	13276	0	0	failure	14	0	0
1000	^8[0-4]_.*	16970	0	0	failure	17	0	0
1000	^8[5-9]_.*	14600	0	0	failure	15	0	0
1000	^9[0-9]_.*	8925	0	0	failure	9	0	0
1000	^[0-9]_.*	5000	0	0	failure	5	0	0
